Note:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"These data are presented in a raw, basic format and once processed, they are used to generate Ofcom’s UK and ISP comparative fixed-line broadband performance analysis. To calculate the figures in the report, additional weighting and distance normalisation are applied to the data, and the complex nature of this means that care should be taken when attempting to replicate the published report. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Distance band,Distance band used for weighting,Urban/rural,Market,ISP,Technology,Headline speed,Download speed (Mbit/s) 24 hrs,Download speed (Mbit/s) Max,Download speed (Mbit/s) 8-10pm weekday,Upload speed (Mbit/s)24-hour,Upload speed (Mbit/s)Max,Upload speed (Mbit/s)8-10pm weekday,DNS resolution (ms)24-hour,DNS failure (%)24-hour,DNS resolution (ms)8-10pm weekday,DNS failure (%)8-10pm weekday,Jitter up (ms)24-hour,Jitter down (ms)24-hour,Jitter up (ms)8-10pm weekday,Jitter down (ms)8-10pm weekday,Latency (ms)24-hour,Packet loss (%)24-hour,Latency (ms)8-10pm weekday,Packet loss (%)8-10pm weekday,Web page (ms)24-hour,Web page (ms)8-10pm weekday,isp weights,nat weights, , , , , , , , 
59825,1992-2563,,Urban,3,Zen,DSL,20,7.78,8.03,7.78,0.74,1,0.74,36.77,0,36.04,0,1.13,0.5,1.84,0.51,27.65,0,27.17,0,620,596.37,,0.27,,,,,,,,
59828,1635-1992,,Urban,3,BT,FTTx,80,50.06,52.48,50.07,15.44,17,15.48,20.19,0,20.25,0,0.45,0.34,0.31,0.33,20.37,0,20.67,0,301.59,284.73,1,0,,,,,,,,
59837,2563-5000,,Urban,3,BT,FTTH,160,134.01,156.68,127.37,18.37,21,18.08,13,0,12.96,0,8.74,8.81,8.85,8.87,20.03,0,20.2,0,188.49,188.13,,0,,,,,,,,
59838,0-385,,Urban,0,BT,FTTx,80,74.42,75.29,73.11,20.46,21,20.39,14.22,0,14.29,0,0.35,0.23,0.31,0.25,13.37,0,13.45,0,196.16,198.08,1,0,,,,,,,,
59840,582-763,,Urban,1,BT,DSL,20,16.44,17.09,16.44,1.12,1,1.13,19.32,0,19.05,0,0.56,0.3,0.55,0.32,18.41,0,18.18,0,377.38,424.59,0,0.03,,,,,,,,
59841,385-582,,Urban,1,BT,DSL,20,12.76,14.04,12.81,1.01,1,1.02,31.35,0,31.24,0,0.98,0.77,1.13,0.92,30.1,0,30.04,0,556.94,531.21,0,0.03,,,,,,,,
59847,385-582,,Urban,3,BT,FTTH,160,165.71,208.06,145.61,20.45,21,20.46,15.1,0,15.1,0,0.34,0.26,0.43,0.28,14.22,0,13.97,0,230.02,221.15,,0,,,,,,,,
59869,946-1143,,Rural,3,BT,FTTx,40,31.31,34.38,31.27,6.76,7,6.76,32.11,0,32.15,0,0.32,0.2,0.3,0.22,30.24,0,30.35,0,471.67,470.59,1,0,,,,,,,,
59880,2563-5000,,Rural,1,BT,DSL,8,3.05,5.18,2.54,0.37,0,0.35,56.54,0,57.2,0,0.76,0.56,1.1,0.89,55.09,0,56.59,0,2386.96,2806.24,0,0.12,,,,,,,,
59881,2563-5000,,Urban,3,Sky,FTTx,40,37.64,38.03,37.66,9.6,10,9.56,30.43,0,29.16,0,0.23,0.16,0.23,0.18,19.92,0,19.97,0,303.35,293.88,1,0,,,,,,,,
62412,946-1143,,Urban,3,BT,FTTx,80,74.68,75.43,74.36,19.08,20,19.07,9.83,0,9.91,0,0.29,0.27,0.3,0.29,8.31,0,8.44,0,138.66,140.79,1,0,,,,,,,,
62416,0-385,,Urban,3,BT,FTTx,40,35.75,37.42,35.78,10.02,11,9.96,20.49,0,20.7,0,0.24,0.43,0.25,1.38,20.31,0,21,0,334.32,377.66,1,0,,,,,,,,
62430,2563-5000,,Urban,4,Karoo,LLU,20,8.34,8.55,8.37,1,1,1.01,13.93,0,13.75,0,0.55,0.5,0.5,0.55,13.01,0,13.12,0,503.9,524.15,0.6,0,,,,,,,,
62436,0-385,,Rural,3,BT,FTTx,80,68.01,74.8,68.57,17.43,20,17.49,20.6,0,19.84,0,0.24,0.34,0.25,0.37,19.07,0,18.13,0,314.5,282.39,1,0,,,,,,,,
62438,946-1143,946-1367,Urban,3,Orange,DSL,20,11.09,13.7,11.33,0.95,1,0.93,,,,,0.64,0.58,0.67,1.34,23.69,0,24.39,0,,,0.98,0.07,,,,,,,,
62442,1367-1635,,Urban,3,Be,DSL,8,7.05,7.92,7.07,1.15,1,1.15,25.93,0,24.65,0,0.4,0.55,0.44,0.51,14.29,0,14.35,0,2415.72,2517.29,,0.08,,,,,,,,
62444,385-582,0-582,Urban,3,Orange,DSL,20,15.99,17.47,14.86,1.26,1,1.26,25.07,0,26.83,0.01,0.59,0.57,0.6,1.07,16.43,0,17.45,0.01,489.73,714.04,0.65,0.04,,,,,,,,
62448,946-1143,,Urban,3,Plusnet,FTTx,40,16.26,16.54,16.31,2.16,2,2.17,20.08,0.01,20.25,0.07,0.47,0.4,0.49,0.43,19.24,0,19.22,0,383.35,385.55,1,0,,,,,,,,
62452,1992-2563,1992-5000,Urban,3,Plusnet,FTTx,80,67.1,72.31,63.02,18.69,19,18.63,10.99,0.01,11.48,0.09,0.24,0.25,0.27,0.37,10.43,0,10.86,0.01,204.81,306.17,1,0,,,,,,,,
62458,2563-5000,,Urban,3,Plusnet,FTTx,40,35.02,36.44,34.8,9.61,10,9.53,14.79,0,15.57,0.03,0.35,0.29,0.36,0.36,14.01,0,14.43,0,233.01,242.47,1,0,,,,,,,,
62460,1992-2563,1992-5000,Urban,3,Plusnet,FTTx,80,53.61,62.5,52.81,18.74,19,18.7,16.37,0.01,16.88,0.06,0.24,0.23,0.25,0.34,15.62,0,15.63,0,277.56,304.44,1,0,,,,,,,,
62470,385-582,0-582,Urban,2,Plusnet,FTTx,80,70.57,73.7,70.21,18.73,19,18.75,14.28,0.01,14.74,0.04,0.23,0.23,0.23,0.29,13.63,0,13.7,0,237.58,282.49,1,0,,,,,,,,
62472,1992-2563,,Urban,3,Plusnet,FTTx,40,32.22,32.9,32.08,4.96,5,4.95,23.76,0,24.29,0.01,0.51,0.5,0.49,0.57,23.16,0,23.3,0,359.1,371.39,1,0,,,,,,,,
62474,1635-1992,1367-1992,Urban,3,Plusnet,FTTx,80,69.91,73.52,69.75,18.66,19,18.65,11.48,0,11.8,0.02,0.8,0.97,0.86,1,11.18,0,11.22,0,218.43,199.88,1,0,,,,,,,,
62476,763-946,582-946,Urban,3,Plusnet,FTTx,80,73.28,73.78,72.27,18.79,19,18.79,10.55,0.01,11.03,0.07,0.23,0.22,0.23,0.3,8.73,0,8.82,0,184.03,182.04,1,0,,,,,,,,
62480,763-946,582-946,Urban,3,Plusnet,FTTx,80,72.79,73.74,71.79,18.72,19,18.62,8.32,0.01,9.18,0.06,0.32,0.36,0.35,0.49,7.45,0,7.58,0,152.09,198.17,1,0,,,,,,,,
62482,1635-1992,1367-1992,Urban,3,Plusnet,FTTx,80,56.29,72.7,50.46,16.5,19,15.94,16.25,0.01,17.38,0.09,1.14,0.53,1.36,0.77,13.83,0,14.03,0,319.66,329.29,1,0,,,,,,,,
62496,1635-1992,,Urban,3,Sky,FTTx,40,37.59,37.79,37.56,9.55,10,9.54,6.77,0,6.25,0,0.33,0.23,0.34,0.25,4.77,0,4.82,0,284.15,172.79,1,0,,,,,,,,
62508,1143-1367,,Urban,3,Sky,FTTx,100,94.49,97.36,94.7,48.29,48,48.27,7.59,0,7.13,0,0.28,0.11,0.22,0.15,5.03,0,5.08,0,247.69,207.16,,0,,,,,,,,
62526,2563-5000,,Urban,3,Virgin,Cable,152,154.85,160.97,151.23,12.13,12,12.11,9.88,0,9.84,0.01,2.23,0.2,2.38,0.27,8.89,0,9.18,0,155.09,168.31,1,0,,,,,,,,
62538,1635-1992,,Urban,3,Virgin,Cable,152,105.4,159.85,95.33,10.14,12,10.76,30.12,0,25.58,0,17.27,0.15,19.66,0.24,12.82,0,16.26,0,486.29,434.93,1,0,,,,,,,,
62542,1992-2563,,Urban,3,Virgin,Cable,120,111.04,126.29,96.99,11.55,12,11.51,12.6,0,12.81,0,1.46,0.25,1.63,0.37,13.14,0,13.54,0,251.91,279.18,1,0,,,,,,,,
62544,1143-1367,,Urban,3,Virgin,Cable,120,58.53,126.29,45.64,11.54,12,11.39,11.86,0.01,12.64,0.02,1.65,0.26,2.01,0.55,13.18,0,13.8,0.01,847.11,981.27,1,0,,,,,,,,
62546,1992-2563,,Urban,3,Virgin,Cable,152,148,160.42,142.66,12.19,12,12.21,10.19,0,10.18,0.03,1.33,0.21,1.52,0.3,13.27,0,13.48,0,237.53,238.46,1,0,,,,,,,,
62550,2563-5000,,Urban,3,Virgin,Cable,120,100.2,125.93,71.71,11.47,12,11.31,12.71,0,13.4,0,1.55,0.26,2.03,0.37,13.24,0,13.88,0,248.45,277.45,1,0,,,,,,,,
62552,2563-5000,,Urban,3,Virgin,Cable,152,156.07,161,155.77,12.18,12,12.15,14.59,0,15.48,0,2.09,0.12,2.19,0.2,13.86,0,14.06,0,233.54,250.49,1,0,,,,,,,,
62556,763-946,,Urban,3,Virgin,Cable,120,112.72,126.71,94.5,11.45,12,11.41,18.2,0,19.93,0,2.98,0.26,4.14,0.56,14.93,0,15.82,0,267.58,326.04,1,0.05,,,,,,,,
62558,1635-1992,,Rural,3,Virgin,DSL,8,1.98,2.75,1.95,0.87,1,0.86,29.69,0,69.17,0,0.65,0.67,0.64,1.64,18.47,0,18.96,0,1802.99,2396.08,,0.18,,,,,,,,
62580,2563-5000,,Urban,3,Virgin,Cable,120,122.59,126.82,120.9,11.59,12,11.6,11.65,0,12.06,0,2.2,0.12,2.34,0.17,13.78,0.01,14.11,0,232.07,216.64,1,0,,,,,,,,
62582,1635-1992,1367-1992,Urban,3,Virgin,Cable,60,62.15,63.12,61.96,3.03,3,3.03,13.55,0,13.91,0.02,2.44,0.14,2.62,0.18,14.01,0,14.08,0,227.2,265.61,1,0.06,,,,,,,,
62584,1635-1992,,Urban,3,Virgin,Cable,120,122.25,126.72,119.38,11.55,12,11.53,13.31,0,13.89,0,2.36,0.11,2.85,0.14,14.12,0,14.83,0,217.81,220.47,1,0.09,,,,,,,,
62588,1992-2563,,Urban,2,Virgin,Cable,120,114.73,126.3,101.24,11.55,12,11.54,12.39,0,12.86,0,1.6,0.22,1.91,0.28,11.79,0,12.46,0,228.73,255.71,1,0,,,,,,,,
62594,1143-1367,,Urban,3,Virgin,Cable,120,101.09,126.29,87.54,11.4,13,11.23,14.39,0,14.51,0,1.92,0.22,2.24,0.29,13.99,0,14.7,0,323.7,296.19,1,0,,,,,,,,
62602,0-385,,Urban,0,Miscellaneous,FTTx,100,82.4,92.19,75.31,20.06,23,19.72,12.69,0,14.12,0,0.74,0.42,1.51,1.71,8.82,0,10.33,0,171.35,196.89,,0,,,,,,,,
62614,763-946,,Urban,3,Virgin,Cable,120,118.88,126.73,116.06,11.19,12,11.29,17.33,0,17.77,0.01,9.28,0.15,9.97,0.28,8.89,0,9.49,0,217.29,237.14,1,0,,,,,,,,
62616,1143-1367,,Urban,3,Virgin,Cable,120,124.18,126.7,124.12,11.45,12,11.47,17.52,0,18.26,0,3.48,0.33,3.77,0.45,9.74,0,10.09,0,296.86,245.24,1,0.05,,,,,,,,
62622,1143-1367,,Urban,3,Virgin,Cable,120,124.24,126.72,124.03,11.77,12,11.74,19.62,0,19.61,0,2.32,0.17,2.33,0.26,14.84,0,14.92,0,277.08,250.2,1,0,,,,,,,,
62634,1992-2563,,Urban,3,Virgin,Cable,100,105.66,106.94,104.33,6.38,7,6.4,10.79,0,10.91,0,1.28,0.28,1.33,0.34,12.68,0,12.65,0,237.72,247,1,0,,,,,,,,
62636,2563-5000,,Urban,3,Virgin,Cable,120,120.36,126.05,120.12,11.17,12,11.18,13.9,0,13.44,0,2.71,0.16,3.36,0.23,12.96,0,13.58,0,257.18,256.3,1,0,,,,,,,,
62640,1367-1635,,Urban,3,Virgin,Cable,152,147.05,159.93,147.1,11.63,12,11.68,23.16,0,22.56,0,5.35,0.18,6.14,0.31,17.54,0,17.59,0,294.04,340.09,1,0,,,,,,,,
62650,1143-1367,,Urban,3,Virgin,Cable,152,158.9,160.99,157.99,12.16,12,12.16,13.14,0,14.62,0,2.03,0.1,2.06,0.16,13.63,0,13.63,0,240.6,231.68,1,0.02,,,,,,,,
62652,1635-1992,,Urban,3,Virgin,Cable,30,30.86,33.33,31.02,2.25,2,2.25,12.71,0,13.06,0,2.42,0.22,2.7,0.34,9.91,0,10.33,0,259.98,221.51,1,0.17,,,,,,,,
62660,0-385,,Urban,3,Sky,LLU,20,18.32,20.4,18.27,1.15,1,1.16,8.75,0,8.78,0,0.47,0.55,0.47,0.85,6.29,0,6.49,0,1847.64,1781.3,0.7,0.11,,,,,,,,
62674,0-385,,Urban,3,Virgin,Cable,120,110.44,126.29,97.71,11.6,12,11.59,17.3,0,16.84,0,1.35,0.3,1.46,0.37,15.58,0,15.63,0,253.98,292.82,1,0,,,,,,,,
62684,2563-5000,,Urban,3,Virgin,Cable,100,106.21,107.42,106.71,6.32,7,6.35,9.26,0,8.52,0,2.07,0.09,,,9.26,0,9.16,0,140.98,169.56,1,0,,,,,,,,
62688,2563-5000,,Rural,1,BT,FTTx,40,22.72,23.65,22.4,4.35,5,4.31,15.92,0,15.89,0,0.41,0.39,0.41,0.39,14.67,0,15.3,0,266.2,264.61,0,0.05,,,,,,,,
62698,1635-1992,,Rural,1,Miscellaneous,DSL,20,6.22,7.5,5.8,0.83,1,0.8,38.77,0,40.49,0,2.12,0.75,2.07,0.52,33.83,0,39.35,0.01,1260.89,1334.07,0,0.09,,,,,,,,
62700,1367-1635,,,3,BT,FTTx,15-fibre,10.42,15.07,12.29,1.69,2,1.69,31.07,0,29.73,0,2.31,2.25,2.52,2.41,28.92,0,28.48,0,692.72,534.92,,0,,,,,,,,
64569,763-946,,Urban,3,BT,FTTx,40,23.19,24.29,23.18,4.72,5,4.71,9.58,0,9.51,0,0.35,0.33,0.35,0.36,8.3,0,8.2,0,217.29,212.4,1,0,,,,,,,,
80256,1143-1367,946-1367,Urban,3,Plusnet,FTTx,80,53.8,54.64,53.34,18.61,19,18.63,11.11,0.01,11.54,0.08,0.25,0.27,0.28,0.39,7.95,0,8.18,0,536.19,555.47,1,0,,,,,,,,
80258,1367-1635,,Urban,3,Miscellaneous,FTTx,40,28.18,28.33,28.26,8.09,8,8.09,24.21,0,23.87,0,0.33,0.37,0.41,0.38,19.93,0,20.15,0.01,346.74,317.92,,0.02,,,,,,,,
80262,0-385,,,3,BT,FTTx,80,66.74,74.93,65.4,18.72,19,18.71,20.64,0,20.62,0,0.3,0.35,0.31,0.33,20.79,0,20.69,0,318.63,309.12,1,0,,,,,,,,
80270,946-1143,,Urban,3,Virgin,Cable,152,127.01,160.96,121.41,9.94,14,9.08,19.43,0,27.19,0.01,7.28,0.17,9.46,0.25,15.66,0,15.37,0,429.72,456.32,1,0,,,,,,,,
93534,763-946,,Urban,3,BT,FTTx,80,40.85,41.92,40.64,6.49,7,6.45,7.54,0,7.57,0,0.33,0.25,0.32,0.37,6.25,0,6.3,0,137.61,143.41,1,0,,,,,,,,
93536,582-763,,Urban,3,Sky,LLU,20,13.85,14.29,13.59,1.09,1,1.07,7.22,0,7.17,0,0.47,0.24,0.48,0.28,5.69,0,5.92,0,1971.77,2105.52,0.87,0.11,,,,,,,,
120578,2563-5000,,Urban,3,TalkTalk,FTTx,40,37.17,37.68,37.01,1.86,2,1.85,24.36,0,23.68,0,0.46,0.38,0.53,0.44,14.86,0,14.83,0,246.42,239.21,1,0.16,,,,,,,,
120586,1992-2563,,Rural,1,Sky,DSL,20,1.94,2.19,2.03,0.43,1,0.45,36.91,0,35.22,0,2.7,0.74,1.28,0.59,56.9,0.01,51.58,0,2454.42,2623.26,0,0.13,,,,,,,,
120716,0-385,0-582,Urban,3,TalkTalk,FTTx,80,73.68,75.36,72.67,18.85,19,18.84,,,,,0.33,0.37,,,11.56,0,11.04,0,,,1,0,,,,,,,,
120796,0-385,0-1321,Urban,3,TalkTalk,LLU,20,14.84,15.63,14.61,0.85,1,0.84,24.7,0,24.32,0,0.49,0.57,0.56,0.79,14.36,0,15.05,0,464.9,451.5,0.49,0.07,,,,,,,,
121286,1992-2563,,Urban,3,Sky,DSL,8,5.29,5.88,5.46,0.69,1,0.69,,,,,8.78,0.51,12.47,0.53,37.47,0,43.88,0,,,,0,,,,,,,,
123936,0-385,,,0,Virgin,Cable,30,33.15,33.24,33.15,1.98,2,1.97,10.67,0,10.31,0,1.26,0.22,1.3,0.25,10.29,0,10.42,0,225.99,270.67,1,0,,,,,,,,
125732,946-1143,,Urban,3,BT,FTTx,40,33.49,34.48,33.36,6.97,7,6.96,26.61,0,26.68,0,0.38,0.28,0.37,0.27,25.95,0,25.93,0,385.76,383.13,1,0.06,,,,,,,,
125734,385-582,,Urban,1,Virgin,Cable,30,33.22,33.36,33.13,1.97,2,1.97,45.36,0.01,50.12,0.02,10.49,0.29,11.75,0.38,15.07,0,15.6,0,644.78,645.33,0,0.02,,,,,,,,
125736,1635-1992,,Urban,3,Virgin,Cable,50,52.5,54.48,48.35,3.16,3,3.15,13.92,0,14.28,0,1.52,0.31,1.97,0.6,14.17,0,15.02,0,310.69,337.59,1,0.07,,,,,,,,
125738,763-946,,Urban,2,BT,DSL,20,15.57,16.36,15.48,0.93,1,0.92,18.83,0,18.91,0,0.43,0.47,0.46,0.61,18.12,0,18.24,0,361.63,355.48,1.36,0.07,,,,,,,,
125740,1143-1367,,Urban,3,Virgin,Cable,120,116.94,126.72,107.5,11.46,12,11.48,13.05,0,14.42,0,2.89,0.33,3.8,0.88,9.05,0,10.91,0,151.15,170.11,1,0,,,,,,,,
125744,1367-1635,,Urban,3,BT,FTTx,80,56.88,57.2,56.71,18.56,19,18.55,19.49,0,19.57,0,0.32,0.34,0.32,0.34,19.09,0,19.09,0,277.59,279.75,1,0,,,,,,,,
125746,5000+,,Rural,2,Orange,DSL,8,1.15,1.44,1.18,0.38,1,0.38,51.73,0,59.36,0,1.7,1.46,1.5,3.06,39,0,42.3,0,3122.13,3104.78,,0,,,,,,,,
125754,2563-5000,2104-5000,Urban,3,TalkTalk,LLU,20,1.22,1.64,1.22,0.62,1,0.61,36.6,0,41.54,0,0.61,0.63,0.65,0.63,38.58,0,47.41,0,3842.78,3992.63,1,0.62,,,,,,,,
125758,946-1143,946-1367,Urban,3,Orange,DSL,20,12.34,12.77,12.34,1.26,1,1.25,,,,,0.59,0.56,0.6,1.23,16.98,0,17.71,0,,,0.98,0.07,,,,,,,,
125766,1143-1367,,Urban,3,Virgin,Cable,152,150.48,160.98,146.43,12.14,12,12.14,10.54,0,10.68,0,2.09,0.1,2.15,0.14,8.93,0,9.07,0,143.72,137.29,1,0,,,,,,,,
125770,763-946,,Urban,3,Sky,LLU,20,9.52,10.12,9.25,1.05,1,1.02,12.66,0,13.93,0,0.98,0.5,1.16,0.56,14.2,0,14.96,0,859.02,1024.61,0.87,0.19,,,,,,,,
125772,1367-1635,,Urban,3,Virgin,Cable,120,121.66,126.71,121.28,11.6,12,11.57,14.44,0,14,0,2.42,0.1,2.35,0.16,20.21,0,20.17,0,285.46,290.2,1,0,,,,,,,,
125774,0-385,,Urban,3,BT,FTTx,80,73.98,74.93,74.01,18.75,19,18.75,18.69,0,18.91,0,0.31,0.34,0.3,0.35,17.79,0,17.57,0,262.3,272.68,1,0,,,,,,,,
125778,2563-5000,,Urban,4,Karoo,LLU,20,15.94,17.29,15.89,0.97,1,1,13.3,0,12.62,0,0.46,0.38,0.44,0.41,11.22,0,11.13,0,472.54,448.4,0.6,0,,,,,,,,
125780,1143-1367,,Urban,3,Virgin,Cable,152,155.29,160.99,156.59,12.08,13,12.08,14.71,0,16.16,0,2.47,0.12,2.73,0.2,12.7,0,12.9,0,197.61,220.05,1,0,,,,,,,,
125782,2563-5000,,Urban,3,BT,DSL,20,1.45,1.75,1.46,0.66,1,0.66,34.54,0,34.39,0,0.91,0.61,0.92,0.67,33.19,0,33.41,0,2482.53,2465.31,1.07,0.51,,,,,,,,
125784,2563-5000,,Urban,3,BT,FTTx,80,61.16,61.8,61.11,18.74,19,18.74,14.58,0,14.71,0,0.26,0.27,0.26,0.29,14.17,0,13.92,0,223.63,237.74,1,0,,,,,,,,
125788,582-763,,Urban,3,Virgin,Cable,30,32.73,33.25,31.98,1.98,2,1.96,15.74,0,15.51,0,1.44,0.24,1.73,0.32,14.59,0,14.97,0,306.41,289.8,1,0.05,,,,,,,,
125790,1992-2563,,Urban,3,BT,FTTx,80,47.11,51.4,46.31,9.83,10,9.76,18.95,0,19.66,0,0.36,0.3,0.36,0.32,17.07,0,16.93,0,269.78,264.1,1,0,,,,,,,,
125792,763-946,,Urban,3,Sky,LLU,20,9.76,11.65,9.31,1.1,1,1.09,13,0,12.58,0,0.48,0.61,0.5,1.34,12.68,0,13.27,0,857.09,1082.64,0.87,0.19,,,,,,,,
125794,2563-5000,,Urban,3,BT,FTTH,160,175.66,211.89,163.83,19.92,21,19.9,11.48,0,11.56,0,0.26,0.18,0.28,0.24,10.68,0,10.91,0,164.32,163.53,,0.01,,,,,,,,
125800,582-763,582-946,Urban,3,Plusnet,FTTx,80,49.73,58.67,47.84,18.53,19,18.31,10.94,0,11.64,0.02,0.46,0.43,0.53,0.51,10.18,0.02,10.35,0.02,247.04,251.78,1,0.01,,,,,,,,
125802,1635-1992,,Urban,3,Virgin,Cable,100,96.6,105.37,89.69,5.12,5,5.11,17.32,0,17.32,0,1.81,0.47,2.21,0.62,16.95,0,17.84,0,346.8,302.19,1,0.05,,,,,,,,
125808,1992-2563,,Urban,3,Virgin,Cable,20,19.91,20.47,19.69,1.12,1,1.12,14.67,0,16.29,0.02,2.37,0.58,2.51,1.26,14.9,0,15.67,0,316.28,297.59,1,0.4,,,,,,,,
125816,5000+,,Rural,2,Orange,DSL,8,0.81,1.13,0.83,0.57,1,0.56,,,,,0.8,0.88,0.87,1.53,14.52,0,15.94,0,,,,0,,,,,,,,
125818,582-763,,Rural,1,BT,DSL,8,6.26,7.02,6.14,0.37,0,0.36,30.79,0,31.83,0,1.32,0.94,0.82,1.06,31.63,0,32.52,0,782.33,826.07,0,0.01,,,,,,,,
125820,763-946,,Urban,3,BT,FTTx,80,51.06,52.84,51.64,13.3,14,13.02,27.05,0,26.94,0,0.4,0.37,0.41,0.38,25.89,0,26.3,0,391.47,387.25,1,0,,,,,,,,
125826,2563-5000,,Urban,3,Virgin,Cable,100,88.86,106.95,75.34,6.38,7,6.42,13.57,0,14.26,0,1.7,0.24,1.99,0.35,13.16,0,13.67,0,248.78,309.51,1,0,,,,,,,,
125832,1992-2563,,Urban,3,BT,FTTx,80,49.54,50.98,49.6,15.92,16,15.96,9.46,0,9.53,0,0.25,0.19,0.25,0.21,8.14,0,8.12,0,149.64,149.53,1,0,,,,,,,,
125834,0-385,,Urban,2,Sky,LLU,20,13.12,16.42,13.46,1.1,1,1.21,15.17,0,14.42,0,0.61,0.58,0.54,1.39,16.14,0.01,16.89,0,2164.21,2138.72,0.7,0.07,,,,,,,,
125836,1367-1635,,Urban,3,Sky,LLU,20,6.75,7.16,6.7,0.96,1,0.95,12.68,0,10.99,0,0.51,0.4,0.54,0.42,12.77,0,12.84,0,991.41,1053.59,1.09,0.22,,,,,,,,
125838,1143-1367,,Urban,3,Virgin,Cable,120,112.15,126.29,100.62,11.56,12,11.58,10.03,0,10.34,0,1.33,0.23,1.52,0.29,7.87,0,8.15,0,164.6,175.2,1,0,,,,,,,,
125840,385-582,,Urban,1,Zen,DSL,8,6.46,6.89,5.81,0.39,0,0.4,38.16,0,37.21,0,0.79,0.42,0.78,0.89,41.24,0,41.56,0,891.18,1077.92,0,0.02,,,,,,,,
125842,1992-2563,,Urban,3,Virgin,Cable,120,115.18,126.71,109.23,11.75,13,11.73,19.33,0,19.33,0.01,2.85,0.33,3.01,0.42,18.03,0,18.99,0,640.83,567.68,1,0.09,,,,,,,,
125844,1367-1635,,Urban,3,Virgin,Cable,120,113.66,126.7,109.16,11.64,12,11.69,14.65,0,14.95,0,2.09,0.22,2.37,0.51,17.68,0,17.9,0,301.83,312.99,1,0,,,,,,,,
125846,1367-1635,,Urban,3,Sky,FTTx,40,33.88,35.58,33.98,6.63,7,6.6,23.75,0,23.94,0,0.37,0.35,0.38,0.35,19.35,0,18.77,0,323.49,365.57,1,0,,,,,,,,
125848,385-582,,Urban,3,BT,FTTx,80,74.5,74.8,74.42,18.58,19,18.59,8.06,0,8.21,0,0.2,0.2,0.2,0.23,6.61,0,6.71,0,125.45,146.9,1,0,,,,,,,,
125852,1143-1367,,Urban,3,Virgin,Cable,120,90.37,126.07,76.86,10.26,12,10.1,28.38,0,27.74,0.01,26.09,0.28,28.95,0.59,20.38,0.03,,,365.09,313.28,1,0.05,,,,,,,,
125860,1143-1367,,Urban,3,Virgin,Cable,152,149.77,160.95,144.27,12.13,13,12.1,8.9,0,9.36,0,2.37,0.27,2.77,0.32,7.96,0,8.42,0,134.82,158.67,1,0,,,,,,,,
125864,2563-5000,,Rural,3,BT,FTTx,80,64.43,64.94,64.33,18.75,19,18.71,15.6,0,15.77,0,0.25,0.25,0.25,0.26,14.51,0,14.36,0,216,222.91,1,0,,,,,,,,
125866,1992-2563,1992-5000,Urban,3,Plusnet,FTTx,80,64.94,65.61,62.95,18.67,19,18.67,12.98,0,13.63,0.01,0.23,0.24,0.25,0.42,12.17,0,12.39,0,195.56,209.94,1,0,,,,,,,,
128338,1367-1635,,Urban,3,BT,FTTx,80,57.71,59.42,57.1,17.71,18,17.78,17.3,0,17.29,0,0.31,0.3,0.3,0.36,15.22,0,15.15,0,234.85,238.92,1,0,,,,,,,,
132360,1367-1635,,Urban,3,BT,DSL,8,5.8,6.26,5.75,0.32,0,0.32,31.94,0,31.89,0,4.36,0.42,5.77,0.74,29.99,0,30.52,0,969.12,1072.09,,0.08,,,,,,,,
132362,946-1143,946-1367,Urban,3,Virgin,Cable,60,61.1,62.68,59.9,2.99,3,2.98,12.24,0,12.94,0,2.08,0.24,3.01,0.29,11.65,0,12.52,0,239.93,270.52,1,0.03,,,,,,,,
132364,0-385,,Urban,1,BT,DSL,8,6.64,7.05,6.48,0.36,0,0.35,24.76,0,25.12,0,1.26,0.31,1.76,0.57,25.21,0,26.71,0,1223.64,1320.85,0,0.02,,,,,,,,
139082,2563-5000,,Urban,3,Virgin,Cable,120,113,126.71,111.81,11.21,13,11.44,19.93,0,18.49,0.01,3.02,0.35,3.38,0.41,19.51,0,19.92,0,366.71,327.22,1,0,,,,,,,,
139086,1143-1367,0-1321,Urban,3,TalkTalk,LLU,20,6.72,7.09,6.4,0.87,1,0.82,26.16,0,31.09,0,1.19,0.46,1.47,0.55,28.43,0,30.96,0,1528.22,1543.85,1.55,0.15,,,,,,,,
139090,385-582,,Urban,2,BT,DSL,20,19.02,19.58,19.02,1,1,1.01,19.95,0,20.11,0,0.46,0.4,0.46,0.37,19.24,0,19.25,0,344.17,349.99,0.79,0.04,,,,,,,,
139092,946-1143,,Urban,3,BT,FTTx,80,73.61,74.94,74.02,18.62,19,18.6,24.68,0,24.62,0,0.22,0.22,0.21,0.22,21.33,0,21.01,0,341.35,332.78,1,0,,,,,,,,
140798,5000+,,Rural,1,Virgin,Cable,30,33.08,33.24,32.66,1.81,2,1.91,18.35,0,18.08,0.02,1.34,0.29,1.49,0.44,16.37,0,17.03,0,338.65,396.4,0,0.16,,,,,,,,
